id T_eff delta_nu delta_nu_err nu_max nu_max_err  mag
4475934 4699 4.35 0.09 39.73 1.13 11.512
4755467 4700 4.38 0.10 36.77 0.95 10.886
4756934 4246 1.49 0.05 9.62 0.70 11.732
4662939 4698 5.53 0.10 64.17 1.39 10.993
4843143 4556 3.89 0.11 33.41 0.82 10.511
4569298 4475 4.11 0.09 36.78 0.91 11.464
4271039 4665 5.14 0.11 46.64 1.04 11.796
5016549 4955 8.67 0.17 100.37 2.04 12.022
4469886 4870 5.47 0.10 56.77 2.47 11.795
4469602 4595 3.50 0.07 32.59 0.69 11.088
5288716 4573 4.19 0.08 35.76 0.72 11.546
5461921 4463 8.07 0.22 84.59 1.71 13.283
5113910 4266 1.29 0.03 7.47 0.41 10.782
5112744 4542 4.39 0.08 43.69 1.07 12.952
5112950 4534 4.36 0.10 41.34 1.45 12.773
5545303 4596 4.58 0.11 41.44 0.91 13.465
5287610 4515 6.12 0.15 60.14 1.29 11.390
5374118 4725 5.60 0.11 60.48 2.28 11.306
5112072 4725 9.96 0.18 125.12 2.56 13.787
5112387 4674 4.67 0.10 44.68 1.05 12.831
5111949 4676 4.75 0.14 46.73 1.22 12.791
5283798 4727 5.29 0.10 54.50 3.10 11.707
5193840 4820 6.80 0.12 78.09 1.64 12.385
5105190 4590 10.16 0.21 120.32 3.66 13.200
4930906 4477 3.84 0.09 32.68 0.81 11.623
5104949 4498 3.02 0.07 22.32 1.38 11.515
5017711 4474 4.01 0.10 35.92 0.93 11.743
3656231 4610 4.23 0.08 37.69 0.86 11.650
4169130 4696 4.25 0.08 38.37 1.04 11.110
3758458 4851 5.87 0.11 71.28 3.65 11.284
4276070 4512 4.55 0.09 45.09 1.25 11.996
4275625 4596 3.71 0.08 31.99 0.71 11.031
4069447 4100 1.26 0.03 8.05 0.21 11.515
3660976 4917 3.92 0.08 40.48 0.93 11.658
3660554 4600 4.30 0.10 39.91 1.14 12.790
3867193 4505 4.85 0.11 46.47 1.31 12.036
4383388 4489 4.85 0.10 45.73 0.94 11.039
4281702 4613 3.92 0.08 31.04 1.27 12.051
3455760 4498 4.85 0.10 47.61 1.04 10.941
3457618 4506 3.60 0.07 35.01 0.72 11.498
4764420 4540 4.37 0.09 38.91 1.36 11.564
